holder_id	full_name	role_title	tier	jurisdiction	holder_fec_id	verdict	holder_rows	shared_rows	stale_rows	stale_usd	stale_share	live_rows_newer_than_contamination	owner_name	owner_fec_id	owner_role
fbb77562-6e9c-4037-bc9e-6f00c0754380	Lee Murphy	Candidate for Representative	candidate	DE	H8DE01044	REFUSE-weak-overlap	8	2	2	10000.00	1.0000	1	Gregory F. Murphy	H0NC03172	Representative
38609b4e-dd1f-4fba-b890-ca5e39d75025	Stephen Houlahan	Candidate for Representative	candidate	CA	H2CA50174	REFUSE-weak-overlap	13	13	13	9860.00	1.0000	0	Chrissy Houlahan	H8PA06087	Representative
34d96091-1c59-4450-91fb-781005659848	Pete King	Candidate for Representative	candidate	NY	H2NY03089	REFUSE-weak-overlap	89	3	3	9500.00	1.0000	20	Jessica King	H0WI06186	Candidate for Representative
1343c3fc-4cc4-4242-9ee4-2588c198a216	John Mcbride	Candidate for Representative	candidate	CA	H4CA09101	REFUSE-weak-overlap	20	19	9	9300.00	0.4737	11	Sarah McBride	H4DE00045	Representative
2d8ed423-0162-4624-99f7-449fcb9e2e1f	Robin Kelly	Candidate for Senator	candidate	IL	S6IL00474	REFUSE-weak-overlap	751	15	7	9050.00	0.4667	21	Mark Kelly	S0AZ00350	Senator
f63675dd-d333-4315-99e8-574bb061e192	Carol Murphy	Candidate for Representative	candidate	NJ	H4NJ03205	REFUSE-weak-overlap	148	8	8	8750.00	1.0000	25	Christopher Murphy	S2CT00132	Senator
2b57d3f6-2fdf-4bdd-bc3b-9563b50bbac8	Eleanor Norton	Candidate for Representative	candidate	DC	H0DC00058	REFUSE-weak-overlap	125	1	1	8500.00	1.0000	116	Mike Norton	S4AZ00287	Candidate for Senator
eba802f3-057d-4f3f-8e95-fb8b657b591c	Ruben Ramirez	Candidate for Representative	candidate	TX	H2TX15138	REFUSE-weak-overlap	17	4	4	8500.00	1.0000	1	Delia C. Ramirez	H2IL03162	Representative
b60538c3-922a-4210-ae7d-09a3069cc524	Sheri Biggs	Representative	elected	SC	H4SC01313	REFUSE-weak-overlap	469	10	2	8500.00	0.2000	101	Andy Biggs	H6AZ05083	Representative
f04faa85-2feb-4967-b921-c6b1dd125832	Quynh Pham	Council Member	elected	SEA	H4CA45154	REFUSE-weak-overlap	6	6	6	8361.00	1.0000	0	Jimmy Pham	H4CA45154	Candidate for Representative
f03d57d7-dc2f-4bfc-96ca-dbd2289b6b36	Tom McClintock	Representative	elected	CA	H8CA04152	REFUSE-weak-overlap	1227	12	11	8141.00	0.9167	1217	Charlie Mcclintock	H6IA02229	Candidate for Representative
742abc8e-9320-42b7-a9d4-e7c06e935907	Christopher Murphy	Senator	elected	CT	S2CT00132	REFUSE-weak-overlap	8406	11	4	8000.00	0.3636	6	Gregory F. Murphy	H0NC03172	Representative
6d871965-c58b-4472-b05b-826a4f30f9ea	Scott Perry	Representative	elected	PA	H2PA04135	REFUSE-weak-overlap	3321	2	1	8000.00	0.5000	320	Joan Perry	H0NC03222	Candidate for Representative
4beceb08-dc41-44a2-a970-8e11603d026e	Bethany Mann	Candidate for Representative	candidate	MO	H2MO03167	REFUSE-weak-overlap	29	24	9	7750.00	0.3750	19	Tracey Mann	H0KS01123	Representative
f716ce68-832a-4ce6-991f-b516014548a8	Mayor Kirk Watson	Council Member	elected	AUS	H6NC08202	REFUSE-weak-overlap	12	4	4	7750.00	1.0000	0	Colby Watson	H6NC08202	Candidate for Representative
beb2f31e-7c4a-4f39-869d-7d1b6220f945	Mark Gonzalez	Candidate for Senator	candidate	TX	S4TX00789	REFUSE-weak-overlap	10	10	10	7650.00	1.0000	0	Vicente Gonzalez	H6TX15162	Representative
320149cf-feb8-4cdd-acc4-e9c7c5a82297	Josh Harder	Representative	elected	CA	H8CA10126	REFUSE-weak-overlap	4235	3	2	7500.00	0.6667	2013	Kathleen Harder	H2OR06074	Candidate for Representative
8685cdb8-09f5-4ea0-9c51-be1783decbd5	Wendy Davis	Candidate for Representative	candidate	GA	H2GA14077	REFUSE-weak-overlap	5	4	2	7500.00	0.5000	0	Donald G. Davis	H2NC02287	Representative
cb169802-b0db-4cad-a420-548fc637f9cf	David Price	Candidate for Representative	candidate	NC	H6NC04037	REFUSE-weak-overlap	267	1	1	7500.00	1.0000	236	Thomas Price	H4GA06087	Candidate for Representative
76c0dc16-f20e-45bf-b6d8-c78b412c9b00	Reagan Dunn	Candidate for Representative	candidate	WA	H2WA08208	REFUSE-weak-overlap	16	16	4	7500.00	0.2500	8	Neal P. Dunn	H6FL02208	Representative
0c9201de-4378-4b99-a612-afd602531e7b	Ralph Winter	Federal Judge	elected	US		REFUSE-weak-overlap	4	4	4	7250.00	1.0000	0	Thomas Winter	H0MT00090	Candidate for Representative
4a05256c-a1d0-4dad-b0ad-412ca3894235	Julie Christensen	Council Member	elected	SF	H0UT04092	REFUSE-weak-overlap	3	2	2	7100.00	1.0000	0	Adam Christensen	H0FL03183	Candidate for Representative
112cdf63-9ade-48f6-8306-6596a3f99714	Timothy Barr	Candidate for Representative	candidate	GA	H2GA10166	REFUSE-weak-overlap	9	9	3	7000.00	0.3333	0	Andy Barr	H0KY06104	Representative
5bc772da-bfd1-4540-9fe2-78e76c62cc39	Cory Booker	Candidate for President	candidate	US	P00009795	REFUSE-weak-overlap	34	2	2	7000.00	1.0000	1	Charles Booker	S0KY00420	Candidate for Senator
65eb956f-b5ee-438f-964c-339301201dd0	Brent Lo	Council Member	elected	SEA	H0MN04197	REFUSE-weak-overlap	2	2	2	7000.00	1.0000	0	Sia Lo	H0MN04197	Candidate for Representative
ffd9233e-1d94-44c9-b455-99e241a2e52c	Andres Power	Council Member	elected	SF	H6FL02315	REFUSE-weak-overlap	3	3	3	7000.00	1.0000	0	Evan Power	H6FL02315	Candidate for Representative
9d19d029-03b2-4c66-b221-70d7f7f24dc6	Scott Fitzgerald	Representative	elected	WI	H0WI05113	REFUSE-weak-overlap	1254	3	3	7000.00	1.0000	941	Jeff Fitzgerald	S2WI00227	Candidate for Senator
b7d1db5c-193c-4586-bf5d-ae4e2695f283	Raymond Smith	Candidate for Representative	candidate	NC	H6NC03229	REFUSE-weak-overlap	101	2	2	7000.00	1.0000	92	Adam Smith	H6WA09025	Representative
2ba4d741-5a44-4535-ac97-652ae093fc64	Delia C. Ramirez	Representative	elected	IL	H2IL03162	REFUSE-weak-overlap	1321	2	2	7000.00	1.0000	715	Lisa Ramirez	H6CA40382	Candidate for Representative
5505bb05-21da-43a8-ac46-4129cb3aac36	Marc A. Veasey	Representative	elected	TX	H2TX33073	REFUSE-weak-overlap	1718	2	2	6634.00	1.0000	1717	Karen Veasey	H2AL03131	Candidate for Representative
1547323e-741f-4339-b6e6-c1b9165c2c85	Jessica Cisneros	Candidate for Representative	candidate	TX	H0TX28077	REFUSE-low-share	74	74	2	6473.00	0.0270	86	Gilbert Ray Cisneros	H8CA39174	Representative
bf073faa-faf1-4942-983b-536660574367	Erica Smith	Candidate for Representative	candidate	NC	H2NC02238	REFUSE-weak-overlap	14	2	2	6000.00	1.0000	6	Christy Smith	H0CA25154	Candidate for Representative
caf06963-e606-48b8-b5cc-a64904bb9ba8	Maria Elvira Salazar	Representative	elected	FL	H8FL27185	REFUSE-weak-overlap	1284	2	2	6000.00	1.0000	1295	Girien Salazar	H2TX32109	Candidate for Representative
b550b23b-6e07-4a94-956e-0c2016252d38	Sanford Bishop	Candidate for Representative	candidate	GA	H2GA02031	REFUSE-weak-overlap	427	2	2	6000.00	1.0000	232	James Bishop	H0NC09187	Candidate for Representative
e4c496d8-e90c-4492-87fb-7d6d69ac0363	Rebekah Jones	Candidate for Representative	candidate	FL	H2FL01233	REFUSE-weak-overlap	3	2	2	5500.00	1.0000	0	Kermit Jones	H2CA04122	Candidate for Representative
bc11a389-7f42-445b-885d-73c715004749	Claire Gustafson	Candidate for Representative	candidate	NJ	H4NJ01118	REFUSE-weak-overlap	3	1	1	5000.00	1.0000	1	Corey Gustafson	H2CA50232	Candidate for Representative
c6d2804b-7480-4503-a802-e4393919e247	Scott Smith	Candidate for Representative	candidate	NY	H4NY18109	REFUSE-weak-overlap	3	1	1	5000.00	1.0000	0	Adrian Smith	H6NE03115	Representative
929296ac-f020-4122-aa82-33021d0147fa	Collin Peterson	Candidate for Representative	candidate	MN	H2MN07014	REFUSE-weak-overlap	394	1	1	5000.00	1.0000	76	Karen Peterson	H2LA02131	Candidate for Representative
58ce8329-87e5-40f5-8648-f71ef87185ef	Bobby Shepherd	Federal Judge	elected	US		REFUSE-weak-overlap	1	1	1	5000.00	1.0000	0	Mark Shepherd	H0UT01155	Candidate for Representative
4fb9ec21-fb24-46f4-9177-97d3f288c111	David Williams	Candidate for Representative	candidate	CO	H2CO05216	REFUSE-weak-overlap	93	1	1	5000.00	1.0000	9	Lily Williams	H2NH02260	Candidate for Representative
f82c4f54-8104-4d22-a3ab-ae065f53fac6	Nikki Foster	Candidate for Representative	candidate	OH	H0OH01081	REFUSE-weak-overlap	6	2	2	5000.00	1.0000	1	Bill Foster	H8IL14067	Representative
feb35388-9d04-4e75-864f-233735093de1	Leslie Katz	Council Member	elected	SF	S6DE00206	REFUSE-weak-overlap	3	2	2	5000.00	1.0000	1	Mike Katz	H6CA17224	Candidate for Representative
a38d6305-16df-4be6-a1e2-0596b8905e3a	Leigh Brown	Candidate for Representative	candidate	NC	H0NC09203	REFUSE-weak-overlap	58	3	1	5000.00	0.3333	2	Sherrod Brown	S6OH00163	Candidate for Senator
a50f5d17-2c16-4be6-aba4-4aafcb380b15	Nancy Mannion	Candidate for Representative	candidate	PA	H6PA11099	REFUSE-weak-overlap	96	1	1	5000.00	1.0000	95	John Mannion	H4NY22085	Candidate for Representative
a68999bd-8ff3-4c61-94cf-d510e977d1af	Natalie Jackson	Candidate for Representative	candidate	FL	H2FL10184	REFUSE-weak-overlap	3	1	1	5000.00	1.0000	2	Jeff Jackson	H2NC14076	Candidate for Representative
f5c347cc-aea8-41a1-977d-6c3bb15fd6a2	Lacy Johnson	Candidate for Representative	candidate	MN	H0MN05178	REFUSE-weak-overlap	9	1	1	5000.00	1.0000	3	Mike Johnson	H6LA04138	Representative
96b19b40-342c-4177-81fe-640ab442423b	Jema Turk	Council Member	elected	SF	H6MO05189	REFUSE-weak-overlap	1	1	1	5000.00	1.0000	0	Jacob Turk	H6MO05189	Candidate for Representative
5aaf9669-42ed-4442-999e-5d10a8916513	Ernest Gonzales	Candidate for Representative	candidate	TX	H0TX35015	REFUSE-weak-overlap	2405	2	1	5000.00	0.5000	161	Christopher Gonzales	H0CA45160	Candidate for Representative
ab4b2df1-b279-42e2-9183-c9426ed595b4	Derek Schmidt	Representative	elected	KS	H4KS02164	REFUSE-weak-overlap	1129	1	1	5000.00	1.0000	602	Patrick Schmidt	S6KS00288	Candidate for Senator
ea6aee6a-6d6a-4695-9fdb-709fe129aa41	Paul Chabot	Candidate for Representative	candidate	CA	H4CA31071	REFUSE-weak-overlap	3	1	1	5000.00	1.0000	1	Steve Chabot	H8OH01043	Candidate for Representative
e8d5abd2-f190-41e8-8667-7223aa9340c4	Scott Franklin	Representative	elected	FL	H0FL15104	REFUSE-weak-overlap	890	1	1	5000.00	1.0000	663	Margaret Franklin	H4VA07242	Candidate for Representative
ad26d49c-c42b-4cd0-a90b-042841a85b66	Christopher Collins	Candidate for Representative	candidate	NY	H8NY29032	REFUSE-weak-overlap	7	4	4	5000.00	1.0000	1	Susan M. Collins	S6ME00159	Senator
fc361d24-3960-449f-b22a-e429a0882a55	Clint Smith	Candidate for Representative	candidate	AZ	H2AZ05173	REFUSE-weak-overlap	33	1	1	5000.00	1.0000	1	Adam Smith	H6WA09025	Representative
7ca99629-218f-46ca-9663-bf3f1e456c01	Terri Hill	Candidate for Representative	candidate	MD	H0MD07171	REFUSE-low-share	211	211	1	5000.00	0.0047	2	J. French Hill	H4AR02141	Representative
e6739cf6-7c21-4ad5-afa0-66805241647a	Timothy Kelly	Candidate for Representative	candidate	MI	H0MI05162	REFUSE-weak-overlap	2	1	1	5000.00	1.0000	0	Trent Kelly	H6MS01131	Representative
4986dce6-cece-4a44-a73c-b42f13f04421	Diane Wood	Federal Judge	elected	US		REFUSE-weak-overlap	1	1	1	5000.00	1.0000	0	Marisa Wood	H2CA23155	Candidate for Representative
4969d074-ab5d-49bf-9261-bb6c1fb129b0	Helene White	Federal Judge	elected	US		REFUSE-weak-overlap	1	1	1	5000.00	1.0000	0	Royce White	S4MN00502	Candidate for Senator
df8ed54b-815b-4050-ba43-7217a2e22d84	Shannon Taylor	Candidate for Representative	candidate	VA	H6VA01299	REFUSE-weak-overlap	806	1	1	5000.00	1.0000	782	David J. Taylor	H4OH02248	Representative
5c85db1c-05ab-426d-ac5f-e26c42fa092a	Aja Smith	Candidate for Representative	candidate	CA	H8CA41170	REFUSE-weak-overlap	4	2	1	5000.00	0.5000	0	Adrian Smith	H6NE03115	Representative
5d2ad791-32d0-4537-b19d-34c4b72bf53f	Susan Kiley	Candidate for Representative	candidate	NJ	H2NJ06228	REFUSE-weak-overlap	6	6	1	5000.00	0.1667	4	Kevin Kiley	H2CA03157	Representative
4777ed3c-f0d4-4128-88d3-ba72963526d3	Brenda Jones	Candidate for Representative	candidate	MI	H8MI13243	REFUSE-weak-overlap	4	1	1	5000.00	1.0000	3	Gina Jones	H8TX23121	Candidate for Representative
2926eb6a-bc32-4601-983a-85f35092791d	Jacob Johnson	Candidate for Representative	candidate	MN	H6MN01190	REFUSE-weak-overlap	657	4	1	5000.00	0.2500	656	Julie Johnson	H4TX32089	Representative
82a558df-6d73-46ba-9525-a66a60af8ecd	Matthew Smith	Candidate for Representative	candidate	TX	H6TX19263	REFUSE-weak-overlap	29	1	1	5000.00	1.0000	28	Jason Smith	H4MO08162	Representative
5e9fa8ef-c3ed-4564-a1da-7786fc7ee064	Charles Booker	Candidate for Senator	candidate	KY	S0KY00420	REFUSE-low-share	82	82	1	5000.00	0.0122	14	Cory A. Booker	S4NJ00185	Senator
d68f689f-2129-477c-8b1b-d51c1086678a	Joseph Schneider	Candidate for Representative	candidate	MA	H8MA06133	REFUSE-weak-overlap	3	3	1	5000.00	0.3333	2	Bradley Scott Schneider	H2IL10068	Representative
0248a70f-398e-41c6-86c6-531319b276e4	Joe Mitchell	Candidate for Representative	candidate	IA	H6IA02237	REFUSE-weak-overlap	446	1	1	5000.00	1.0000	402	James Mitchell	H6TN07260	Candidate for Representative
3c24c531-9b34-4324-b894-ff5e9dae199a	Jason Friedman	Candidate for Representative	candidate	IL	H6IL07339	REFUSE-weak-overlap	704	2	2	5000.00	1.0000	701	Laura Friedman	H4CA30149	Representative
cf2658f8-8819-4ebf-ab6d-90916a6bf287	Steve King	Candidate for Representative	candidate	IA	H2IA05072	REFUSE-weak-overlap	10	2	1	5000.00	0.5000	6	Esther King	H0IL17083	Candidate for Representative
31303e44-9340-4fb1-9214-d99836d08c1a	Robert Peters	Candidate for Representative	candidate	IL	H6IL02298	REFUSE-weak-overlap	556	4	2	5000.00	0.5000	528	Scott H. Peters	H2CA52089	Representative
c06e1cef-41b3-4dee-8923-ac4d1e41193b	Jimmy Gomez	Representative	elected	CA	H8CA34266	REFUSE-weak-overlap	2323	1	1	5000.00	1.0000	1415	Meri Gomez	S4TX00771	Candidate for Senator
c933c735-52a3-4106-88e5-cc1f6250aa0b	Austin Rogers	Candidate for Representative	candidate	FL	H6FL02331	REFUSE-weak-overlap	203	3	1	5000.00	0.3333	202	Michael Rogers	S4MI00595	Candidate for Senator
c88b2cef-62e2-41b2-95b1-7791c869a70a	Daniel Sanchez	Candidate for Representative	candidate	TX	H2TX34238	REFUSE-weak-overlap	13	1	1	5000.00	1.0000	6	Linda Sanchez	H2CA39078	Candidate for Representative
33865846-b1db-4c56-874d-122bd8d1b9ea	Erica Smith	Candidate for Senator	candidate	NC	S0NC00343	REFUSE-weak-overlap	6	1	1	5000.00	1.0000	5	Adam Smith	H6WA09025	Representative
6082617a-2291-48cc-8cc5-44c05f158060	Mike Mcguire	Candidate for Representative	candidate	CA	H6CA01269	REFUSE-weak-overlap	757	2	1	5000.00	0.5000	719	John Mcguire	H4VA05071	Candidate for Representative
3506059d-340d-44f3-a80c-6a326d1a804d	Anthony Hill	Candidate for Representative	candidate	FL	H2FL04195	REFUSE-weak-overlap	13	2	1	5000.00	0.5000	5	Natasha Hill	H2WA05105	Candidate for Representative
49be389f-4387-499b-9c15-9d89af34c789	Jodey C. Arrington	Representative	elected	TX	H6TX19099	REFUSE-weak-overlap	1916	1	1	4801.00	1.0000	1917	Katherine Arrington	H8SC01124	Candidate for Representative
fe3fc0d7-446c-4779-99e0-cde48150dbb0	Derek Marshall	Candidate for Representative	candidate	CA	H2CA08214	REFUSE-weak-overlap	449	4	3	4800.00	0.7500	16	Erin Marshall	H4KY01081	Candidate for Representative
c7975ec7-ff24-49db-a707-d225cb1abc73	Maria Stuart	Council Member	elected	AUS	S4OH00226	REFUSE-weak-overlap	6	6	6	4800.00	1.0000	0	Douglas Stuart	S4OH00226	Candidate for Senator
c7663a08-405d-4cde-8bf6-2c8081dc36fb	Sarah McBride	Representative	elected	DE	H4DE00045	REFUSE-weak-overlap	4083	19	10	4760.00	0.5263	1945	John Mcbride	H4CA09101	Candidate for Representative
842cfe51-de89-41cd-9154-e5aee67aee06	Benjamin Luna	Candidate for Senator	candidate	NM	S4NM00159	REFUSE-weak-overlap	9	9	9	4701.00	1.0000	0	Anna Paulina Luna	H0FL13158	Representative
55cec243-7341-4799-875e-2580e15b32d1	Jessica De La Cruz	Candidate for Representative	candidate	RI	H2RI02168	REFUSE-weak-overlap	7	7	2	4500.00	0.2857	3	Monica De La Cruz	H0TX15124	Representative
03d38fae-b058-4c98-8933-1750a4cfdfad	William Cassidy	Candidate for Representative	candidate	LA	H8LA00017	REFUSE-weak-overlap	18	2	2	4500.00	1.0000	11	Bill Cassidy	S4LA00107	Senator
c0b02046-39f3-4e8d-a492-039a73d9ea77	Mona Sanchez	Council Member	elected	AUS	H6CA38147	REFUSE-weak-overlap	39	2	2	4500.00	1.0000	17	Linda Sanchez	H2CA39078	Candidate for Representative
51c22591-0da4-4628-8b6c-237493cb041e	Eric Wilson	Candidate for Representative	candidate	WI	H4WI03219	REFUSE-weak-overlap	95	7	5	4300.00	0.7143	15	Tamara Wilson	H2OH04164	Candidate for Representative
fd1e1797-a407-4b5d-b9d6-dc79bb45468b	Paul Hudson	Candidate for Representative	candidate	MI	H4MI03268	REFUSE-weak-overlap	339	13	4	4270.00	0.3077	28	Richard Hudson	H2NC08185	Representative
89e08fae-4144-4fd2-90f3-cbfecb64e788	Madeleine Dean	Representative	elected	PA	H8PA04116	REFUSE-weak-overlap	1795	11	11	4200.00	1.0000	1275	Monica Dean	H6KY04130	Candidate for Representative
4944e0cf-3baf-43ef-b727-037128fa4e1d	Jasmine Clark	Candidate for Representative	candidate	GA	H6GA13070	REFUSE-weak-overlap	546	5	2	4000.00	0.4000	419	Katherine Clark	H4MA05084	Candidate for Representative
f7c79903-7b8f-4361-844c-6d7ce31524b1	Mike Bishop	Candidate for Representative	candidate	MI	H4MI08135	REFUSE-weak-overlap	10	4	3	4000.00	0.7500	5	James Bishop	H0NC09187	Candidate for Representative
479fa2a6-146d-4e9e-981a-0af81abb83d8	William Armstrong	Candidate for Representative	candidate	CO	H8CO06153	REFUSE-weak-overlap	8	3	2	4000.00	0.6667	1	Kelly Armstrong	H8ND00096	Candidate for Representative
4a5da2ec-5c3a-4be0-8332-6fd65557e4dd	Timothy Hill	Candidate for Representative	candidate	TN	H0TN01134	REFUSE-weak-overlap	6	6	2	4000.00	0.3333	4	J. French Hill	H4AR02141	Representative
872e5c89-52eb-425d-8e32-f3d6bb1e6386	Dan Sullivan	Senator	elected	AK	S4AK00214	REFUSE-weak-overlap	2980	8	3	4000.00	0.3750	1462	Maura Sullivan	H8NH01186	Candidate for Representative
d93454b4-36e2-4311-8f8c-3828e9c696cc	Sharon Patterson	Council Member	elected	AUS	H6TX17119	REFUSE-weak-overlap	6	4	4	3980.00	1.0000	1	Robert Patterson	H0CA07137	Candidate for Representative
f4745d1c-c3d4-46c3-a230-e95deb529140	John Carroll	Council Member	elected	SF	P00013771	REFUSE-weak-overlap	1	1	1	3966.00	1.0000	0	Brian Carroll	P00013771	Candidate for President
bfa3fbee-d6d7-4ee3-86c2-5c7968f616c7	Jared Huffman	Representative	elected	CA	H2CA06259	REFUSE-weak-overlap	1173	10	10	3824.00	1.0000	692	Zackary Huffman	H6AR02294	Candidate for Representative
25e887cd-e774-4e1f-a1e2-a74c68b1e4f8	John Mills	Candidate for Representative	candidate	TN	H4TN08099	REFUSE-weak-overlap	5	5	4	3750.00	0.8000	1	Cory Mills	H2FL07156	Representative
e5770f6a-2ca9-45ee-8ae9-7fb5039048e0	John Beatty	Candidate for Representative	candidate	VA	H2VA10141	REFUSE-weak-overlap	6	6	6	3650.00	1.0000	0	Joyce Beatty	H2OH03125	Representative
34557d0f-d7e7-4145-a239-e1c7fa9213e6	Sander Levin	Candidate for Representative	candidate	MI	H2MI17023	REFUSE-weak-overlap	6	3	2	3500.00	0.6667	1	Mike Levin	H8CA49058	Representative
9b9b37cc-a031-4f33-a333-e8c4a11ca8be	John Sullivan	Candidate for Representative	candidate	NY	H6NY17197	REFUSE-weak-overlap	224	9	4	3500.00	0.4444	69	Maura Sullivan	H8NH01186	Candidate for Representative
fa3219b9-9ed3-4598-8cd4-f5b15e95ecff	Michael Rogers	Candidate for Representative	candidate	MD	H4MD03180	REFUSE-weak-overlap	269	2	2	3500.00	1.0000	2	Mike D. Rogers	H2AL03032	Representative
f8d21839-2699-43f3-8699-b56584014bfc	James Moran	Candidate for Representative	candidate	VA	H0VA08040	REFUSE-weak-overlap	11	4	2	3500.00	0.5000	8	Jerry Moran	S0KS00091	Senator
382c4480-3fb1-4182-b954-94a53d4e5df4	Michael Moore	Candidate for Representative	candidate	SC	H4SC01297	REFUSE-weak-overlap	583	2	1	3500.00	0.5000	181	Gwen Moore	H4WI04183	Representative
54594bb5-c48f-46af-9b06-ec67799f7e96	Don Brown	Candidate for Representative	candidate	NC	H4NC08074	REFUSE-weak-overlap	55	1	1	3300.00	1.0000	52	Sam Brown	S2NV00308	Candidate for Senator
9f0b4952-f622-4720-8e7c-498bba257508	Dori Cho	Council Member	elected	SEA	H4NJ05135	REFUSE-weak-overlap	2	2	2	3300.00	1.0000	0	Roy Cho	H4NJ05135	Candidate for Representative
8e5f3c01-b28f-43d4-ae36-a86cf36c2f90	Colleen Davis	Candidate for Representative	candidate	DE	H4DE00052	REFUSE-weak-overlap	135	2	1	3300.00	0.5000	120	Donald G. Davis	H2NC02287	Representative
c90984a6-da9d-42a8-8013-7d6e593ee1ce	Rishi Kumar	Candidate for Representative	candidate	CA	H0CA18068	REFUSE-weak-overlap	170	1	1	3300.00	1.0000	129	Anil Kumar	H4MI10131	Candidate for Representative
70d77cb1-f709-4f67-8fa1-6b52c3f88dc2	Michael Crane	Candidate for Representative	candidate	GA	H0GA13032	REFUSE-low-share	169	169	1	3300.00	0.0059	163	Elijah Crane	H2AZ01354	Representative
4ce8b39b-4d22-4167-b8e7-198e46825b56	Marcus Jones	Candidate for Representative	candidate	AR	H4AR02232	REFUSE-weak-overlap	404	4	2	3250.00	0.5000	3	Mondaire Jones	H0NY17174	Candidate for Representative
0f9cf8f9-c40a-4b1b-9742-467595ce8602	John B. Larson	Representative	elected	CT	H8CT01046	REFUSE-weak-overlap	2032	2	2	3167.00	1.0000	2031	Christopher Larson	S2WI00391	Candidate for Senator
0ca4d9c2-5f8c-434d-8f14-64bcc9d3cd4b	Scott Taylor	Candidate for Senator	candidate	VA	S0VA00104	REFUSE-weak-overlap	10	4	3	3000.00	0.7500	5	Nicholas Taylor	H8TX03123	Candidate for Representative
93a6040f-402c-4f85-8d0d-55cf1b0350b2	Ben Lujan	Candidate for Senator	candidate	NM	S0NM00058	REFUSE-weak-overlap	1850	4	1	3000.00	0.2500	1346	John Lujan	H6TX35053	Candidate for Representative
6041925b-dd66-481f-90e3-f14ca047a093	Marie Gluesenkamp Perez	Representative	elected	WA	H2WA03217	REFUSE-weak-overlap	6796	3	2	3000.00	0.6667	1697	Maclovio Perez	H2TX27299	Candidate for Representative
7fa5237a-a65f-4059-acf1-bdd0be28fb9d	Lisa Ramirez	Candidate for Representative	candidate	CA	H6CA40382	REFUSE-weak-overlap	326	2	1	3000.00	0.5000	324	Delia Ramirez	H2IL03162	Candidate for Representative
3992716c-3e98-4f50-9757-ae76b083d73c	Tom Fulmer	Council Member	elected	AUS	H6SC01300	REFUSE-weak-overlap	4	4	4	2950.00	1.0000	0	Matthew Fulmer	H6SC01300	Candidate for Representative
b34ca28f-6d4e-48e6-bfef-f8755f479eab	Bob Bishop	Candidate for Representative	candidate	NY	H6NY19227	REFUSE-weak-overlap	1	1	1	2800.00	1.0000	0	James Bishop	H0NC09187	Candidate for Representative
d8fa25bb-8dbe-405e-bcb1-e0755e4c61f3	Elizabeth Branch	Federal Judge	elected	US		REFUSE-weak-overlap	5	5	5	2750.00	1.0000	0	Talmadge Branch	H0MD07130	Candidate for Representative
535dd9cb-fef0-4a15-a408-5f96b04c5460	Chelsea Pfeifer	Council Member	elected	AUS	H4MO02108	REFUSE-weak-overlap	5	5	5	2750.00	1.0000	0	Peter Pfeifer	H4MO02108	Candidate for Representative
c57ad7b9-7328-405f-a0d5-7e17d380b2e0	Leslie Tello	Council Member	elected	AUS	H6IL07479	REFUSE-weak-overlap	2	2	2	2600.00	1.0000	0	Felix Tello	H6IL07479	Candidate for Representative
1295f5c5-5c73-4b59-9bd6-8fc37b4d1ba7	Ammie Calderon	Council Member	elected	AUS	H0CA53131	REFUSE-weak-overlap	1	1	1	2500.00	1.0000	0	Marisa Calderon	H0CA53131	Candidate for Representative
b24bc36e-c5be-4eae-bee4-df3c6290ac19	Lavangelene Williams	Candidate for Representative	candidate	VA	H8VA01303	REFUSE-weak-overlap	1	1	1	2500.00	1.0000	0	Nikema Williams	H0GA05301	Representative
02c73475-6fc6-4a00-86af-f74d38e4cfe6	Robert Williams	Candidate for Representative	candidate	SC	H8SC07063	REFUSE-weak-overlap	1	1	1	2500.00	1.0000	0	Nikema Williams	H0GA05301	Representative
a1e158b4-d7d3-41b8-8adc-dfb2ad510c5b	Angus King	Candidate for Senator	candidate	ME	S2ME00109	REFUSE-weak-overlap	345	1	1	2500.00	1.0000	291	Steve King	H2IA05072	Candidate for Representative
d969298b-dffa-4b2b-90d7-17de82ddab0c	Daniel Hernandez	Candidate for Representative	candidate	AZ	H6AZ07105	REFUSE-weak-overlap	755	17	1	2500.00	0.0588	749	Melissa Hernandez	H6CA14163	Candidate for Representative
807b3db5-f80a-40f7-9970-8c7444de3050	Greg Hill	Candidate for Representative	candidate	TX	H0TX22187	REFUSE-weak-overlap	1	1	1	2500.00	1.0000	0	J. French Hill	H4AR02141	Representative
bdabf843-d594-4852-b572-439e3cbaa8a1	Celeste Williams	Candidate for Representative	candidate	AR	H0AR03105	REFUSE-weak-overlap	3	1	1	2500.00	1.0000	0	Nikema Williams	H0GA05301	Representative
0e235a8f-2515-4866-a0ce-fe7d755d0394	Ben Sorensen	Candidate for Representative	candidate	FL	H2FL22197	REFUSE-weak-overlap	5	5	1	2500.00	0.2000	2	Eric Sorensen	H2IL17147	Representative
33b70ac5-b7ff-4ebc-b5dc-7010fe58555a	Daniel Davis	Candidate for Representative	candidate	IL	H8IL19090	REFUSE-weak-overlap	1	1	1	2500.00	1.0000	1	Donald Davis	H4NC01053	Candidate for Representative
