# FIX-1106 emit-set residue manifest -- prod -- generated 2026-09-22T04:22:42.006Z
# cycle=2026 source=fec_bulk_indiv run_id=748aef69-4dd5-5cf9-bd75-570f482bc8dc complete_at=2026-09-21 00:20:29.915408+00
# emit set 1,015,185 keys; slice 1,059,817 rows / $1,314,241,322
# DROPPED-OUT 36 recipients / 19397 rows / $31,130,142
# PARTIAL     427 recipients / 25235 rows / $36,181,097
# This file is an AUTHORISATION, not a description. The apply re-checks every
# row-level fact keyed on these ids and SKIPS anything that grew since.
class	to_type	to_id	name	rows	cents	last_write	emitted_rows
PARTIAL	official	0c50dbf1-0a42-4aff-8b95-421a847c2586	Charles J. "Chuck" Fleischmann	2	800000	2026-06-07 07:20:32.145776+00	566
PARTIAL	official	442d3ca4-96d2-4b5d-93b3-6d28b41143df	Tom Sell	3	800000	2026-07-27 06:48:44.438408+00	811
PARTIAL	official	0104dd77-938f-4f0f-aa18-cb5c04b51f1d	Keith Self	4	770000	2026-09-14 23:42:09.127149+00	227
PARTIAL	official	f26ede80-339e-419a-86ff-d2050a824300	Adam Hamawy	6	750000	2026-08-09 23:30:34.442579+00	1064
PARTIAL	official	6fcbefde-3ca8-4f02-a410-c3ee759b2cfe	Vin Kruttiventi	1	750000	2026-05-17 06:46:38.759795+00	118
PARTIAL	official	2e89d780-0969-4d94-bba5-3450cb2e14bf	Darializa Avila Chevalier	9	726100	2026-07-27 07:05:44.224119+00	704
PARTIAL	official	4fc87911-07d9-4735-8321-a4abd5267407	John Trobough	3	726000	2026-06-28 07:41:53.696919+00	60
PARTIAL	official	a3e644e3-d52a-4318-b38c-92cf36ed707d	Robert Harvie	10	725000	2026-08-09 23:32:16.095345+00	1167
PARTIAL	official	846349bb-8c74-40bb-991a-be788d1f0adf	Glenn Grothman	3	720000	2026-08-17 03:51:02.79203+00	414
PARTIAL	official	21b6e464-ef05-4eef-b87e-c19a20390f65	Colton Moore	1	700000	2026-06-28 07:46:12.206633+00	75
PARTIAL	official	087d4837-103a-4506-b8c1-fef71426a156	Susan Altman	3	700000	2026-07-27 07:07:54.743393+00	401
PARTIAL	official	09241404-0840-42a4-8c8a-2f885950660f	Raphael G. Warnock	1	700000	2026-09-17 00:23:44.88845+00	1866
PARTIAL	official	833499a2-083c-47a0-b4c6-548f1aa3c03d	Katie Boyd Britt	1	700000	2026-05-03 00:39:30.913702+00	1160
PARTIAL	official	96615ef6-08c4-4723-ad86-7f9b0261c95d	Timothy M. Kennedy	1	700000	2026-05-03 00:39:58.238037+00	757
PARTIAL	official	b83ab586-59e0-4ad7-92b5-3ca9dc1f7743	Gary J. Palmer	2	700000	2026-06-21 07:40:27.086133+00	167
DROPPED-OUT	official	c6264393-a2a0-4581-bb6b-05c71c6c5ac8	Paige Loud	12	655000	2026-07-05 23:04:18.222959+00	0
PARTIAL	official	8c79899e-c3c7-48c8-ae19-f9976dc51ca7	Wesley Hunt	1	650000	2026-05-17 06:34:37.619682+00	781
PARTIAL	official	2e690c6a-575e-4d1a-820d-7ca93fff8eee	Dale W. Strong	1	650000	2026-05-03 00:38:41.632003+00	322
PARTIAL	official	8f0972ca-9e4d-4048-b8b9-94375d45785a	John Beccia	1	650000	2026-05-17 06:29:49.314874+00	306
PARTIAL	official	6577b63d-1195-4139-83c6-99e47f03cdb1	Melissa Bean	6	650000	2026-06-28 07:21:36.402183+00	863
PARTIAL	official	b7741259-ffea-4c27-b23d-891e1a6ace25	Lisa C. McClain	9	646200	2026-08-24 04:44:20.314536+00	1781
PARTIAL	official	58a04c5e-4cf0-4e1e-a5bd-703130a73314	Robb Ryerse	11	645000	2026-07-27 07:10:55.610607+00	88
PARTIAL	official	438dacc2-906a-4f1e-a17e-6526e3eaa44c	Michael Rogers	5	640000	2026-05-17 06:33:13.774704+00	3660
PARTIAL	official	c360d1bc-b203-4337-a204-48aa53d1fcb5	Roger Williams	5	635300	2026-07-09 06:15:57.479622+00	48
PARTIAL	official	bfa3fbee-d6d7-4ee3-86c2-5c7968f616c7	Jared Huffman	10	632400	2026-07-06 07:32:17.27845+00	315
PARTIAL	official	fbf6192b-2924-4922-9a7a-4e48cfb6329f	William Lawrence	12	630000	2026-07-27 07:32:19.610806+00	777
PARTIAL	official	ac1a7565-af7f-48e7-a80c-4fe8b1ec9af1	Melissa Strange	7	620000	2026-06-28 07:45:19.839933+00	53
PARTIAL	official	27ee0faf-2c40-4dad-9c34-98652a4f4562	Christopher R. Deluzio	2	600000	2026-09-17 00:23:44.88845+00	1175
PARTIAL	official	9abb04af-f68a-4d42-b8aa-3996ad4bd539	Nida Allam	6	575000	2026-05-17 06:35:33.218948+00	515
PARTIAL	official	339c8d60-7de7-459a-ae43-05108275c83b	Garland Barr	3	570000	2026-08-24 04:44:58.610323+00	3162
PARTIAL	official	7505cd41-dc3a-430f-82ee-6454c303209a	Daniel Meuser	3	568400	2026-07-07 06:19:26.289894+00	456
PARTIAL	official	a494c412-23c9-4b2d-9599-d0b3b40e51f7	James Settelmeyer	7	567000	2026-07-13 06:27:22.141622+00	271
PARTIAL	official	7f26cd9c-45f6-437d-8775-6e2451ac392f	Beth Davidson	6	550000	2026-06-28 07:45:59.493863+00	1545
PARTIAL	official	f2477e01-cdd8-4ac0-badc-e7d69b1dc533	Robert J. Wittman	3	550000	2026-05-03 00:39:57.931824+00	845
PARTIAL	official	971d1e06-dba9-4362-ab48-b73c0afc57f4	Chip Roy	2	550000	2026-07-06 07:11:22.743214+00	244
PARTIAL	official	bf9c076c-9a53-438c-ab34-8e980e5ab86a	Vicente Gonzalez	2	550000	2026-07-27 07:08:29.727838+00	917
PARTIAL	official	ad044812-2b5b-4784-aa6d-abc276080106	Guy Reschenthaler	5	540900	2026-08-24 04:44:31.170693+00	1331
PARTIAL	official	85b6c252-02db-462d-ae1c-5a3d34f606da	Kevin Hern	6	525000	2026-07-06 06:47:15.401787+00	213
PARTIAL	official	b06aff16-5cf1-4422-a662-c3dcde2417e6	Jim Jordan	5	525000	2026-05-11 03:17:58.192847+00	1592
PARTIAL	official	4c687386-1262-4dd8-8b17-cd27ded66b02	Beth Andres-Beck	6	525000	2026-07-13 06:48:23.820033+00	90
PARTIAL	official	e5aaf27d-cd87-46b4-b4ba-b8e18fc56461	Gregory F. Murphy	2	516700	2026-07-27 07:01:55.871834+00	667
PARTIAL	official	eb9884d9-87dc-41b7-a3ea-96e53a579726	Timothy Peck	13	515000	2026-05-17 06:34:49.449655+00	139
DROPPED-OUT	official	18790d85-6bf8-471c-b152-80bfce150ba8	Diana Kastenbaum	15	515000	2026-05-17 06:46:32.512555+00	0
PARTIAL	official	8012a106-dad2-4fe4-9548-2c7085ca3158	Ben Mcadams	8	510000	2026-07-27 07:32:19.610806+00	944
PARTIAL	official	b01e92d7-6e52-4dd8-a1a7-0ad7f6af9d39	Melat Kiros	7	505000	2026-07-27 06:51:16.204166+00	676
PARTIAL	official	b144eb29-3451-43bd-a4db-2b4f76c0d0bd	John Vincent	4	502800	2026-08-24 04:38:52.33582+00	154
PARTIAL	official	9e3858d8-8d31-4795-a2ba-0c45c2466abb	Joe Hathaway	4	501100	2026-05-17 06:35:26.557341+00	380
PARTIAL	official	108c7929-fc5e-4916-89ed-f93cd8c9d18f	Mayra Flores	1	500000	2026-05-17 06:34:25.651196+00	560
PARTIAL	official	c1db8f77-f5fe-477b-91c9-616ef912f8fd	Nellie Pou	1	500000	2026-05-03 00:38:50.138284+00	962
PARTIAL	official	1625e7b3-448b-4c4d-b459-ca19eeaedbd5	Thomas H. Kean	1	500000	2026-05-03 00:39:46.481063+00	930
PARTIAL	official	14083a6d-5b92-4ee7-b96f-2b7a4acd978a	Jack Bergman	3	480000	2026-07-30 22:40:05.852089+00	320
PARTIAL	official	7a1bd0bb-b48f-4806-bb65-540534b4e6f8	Rachel Grage	2	476200	2026-07-27 07:03:32.63556+00	197
PARTIAL	official	c7663a08-405d-4cde-8bf6-2c8081dc36fb	Sarah McBride	10	476000	2026-07-10 06:07:39.802403+00	2567
PARTIAL	official	f762b3cb-8f1b-4113-929b-d897f87ee49f	Shanel Robinson	3	475000	2026-05-17 06:35:22.69637+00	124
PARTIAL	official	6b2af261-a2c7-493f-9644-a19cf8c1d9bd	Chris Carmichael	3	475000	2026-07-13 07:04:25.848591+00	94
PARTIAL	official	4a6a87b3-6a51-4c10-8b8a-87461629fef4	Ken Calvert	3	475000	2026-07-08 05:37:22.029889+00	1022
PARTIAL	official	bd31f2a2-e23d-4adb-ba52-68e9c01db58c	John Duresky	5	467100	2026-07-27 07:31:45.948739+00	120
PARTIAL	official	85f6f0f1-6b03-4222-ac23-2d792edd995e	Jenny Honeycutt	2	454100	2026-06-28 07:16:05.175777+00	299
PARTIAL	official	c1807a26-31f4-4830-a8f2-7e7270f0a822	Laurel M. Lee	2	450000	2026-05-11 03:17:58.192847+00	239
PARTIAL	official	1315abdb-1b43-4e23-bc27-0f7aa771068a	Kelly Kirschner	3	450000	2026-09-01 01:15:44.87399+00	242
PARTIAL	official	d944f558-17e9-4b61-ad89-c3f6e1bf10d8	Diana DeGette	2	450000	2026-07-27 07:02:43.259627+00	446
PARTIAL	official	4f04e9a2-79b4-490e-afb4-087198835027	Cody Whipple	6	445000	2026-08-24 04:11:09.4326+00	278
PARTIAL	official	5508904f-aae2-44de-89d2-adf06d21ee13	Robert P. Bresnahan	9	439900	2026-08-24 04:39:32.330826+00	936
PARTIAL	official	8e99eec5-bf34-403b-9782-f045474ebc9e	Nina Schwalbe	7	429300	2026-07-13 07:07:15.48734+00	308
PARTIAL	official	e7b65345-46b6-4254-a352-1810b7d00967	Tracey Mann	11	425000	2026-07-06 07:09:01.663437+00	321
PARTIAL	official	0abed22c-5c43-4f86-9315-35bc476ef68b	Daniel Franzese	5	420500	2026-07-27 06:51:55.034528+00	115
PARTIAL	official	e1e93fd2-2038-40bf-8e61-3547259a2581	Hilda Solis	5	415000	2026-05-31 07:48:26.705139+00	596
PARTIAL	official	6d312e22-d48f-4c4f-8a14-c60ee8806672	Nicole Malliotakis	4	410500	2026-07-13 07:11:27.349137+00	653
PARTIAL	official	e8d5abd2-f190-41e8-8667-7223aa9340c4	Scott Franklin	2	400000	2026-07-06 07:11:57.520413+00	206
PARTIAL	official	18a7e056-26ba-48a6-8f4c-2977a8eb8029	Mike Haridopolos	2	400000	2026-07-09 06:11:23.834035+00	388
PARTIAL	official	8da76bfe-d754-4aae-b5a1-3861546e5f84	Jimmy Patronis	2	400000	2026-07-08 05:32:17.097565+00	1465
PARTIAL	official	d7442ef3-14aa-4241-8d92-ef3f5c726cb7	Felix Moore	2	400000	2026-07-27 07:04:08.36216+00	881
PARTIAL	official	c4761443-4156-4a2b-8549-2e7623c4438c	Chris Jones	9	400000	2026-05-17 06:35:29.122817+00	992
PARTIAL	official	ab4b2df1-b279-42e2-9183-c9426ed595b4	Derek Schmidt	2	400000	2026-07-07 06:20:08.930216+00	454
PARTIAL	official	62bf2482-66fb-434a-948b-88066010012f	Earle Ford	2	400000	2026-06-14 07:13:03.18723+00	152
PARTIAL	official	5df278a0-36e0-40e4-8f1a-72e1197fd0b6	Matt Strickler	4	375000	2026-07-13 06:25:24.966864+00	334
PARTIAL	official	aa95be8e-638f-4b34-8077-65eb72eeb11d	Vince Fong	2	375000	2026-07-06 07:40:26.368334+00	471
PARTIAL	official	44b862f4-9409-4cb8-ba72-e22865b6ccb7	Nancy Lacore	2	375000	2026-08-09 16:36:15.982497+00	1084
PARTIAL	official	e42e07b1-7e6c-47c6-8b10-786454933d51	Adelita S. Grijalva	2	375000	2026-07-12 07:19:51.745031+00	888
PARTIAL	official	7fe9c3a6-69d1-40fd-9737-14b68c5b46f9	Tammy Baldwin	6	370000	2026-07-27 07:35:31.679266+00	1664
PARTIAL	official	d217e4d2-b4a6-4402-99e0-23b79167c7a4	Eric Swalwell	3	370000	2026-05-17 06:46:49.379407+00	707
PARTIAL	official	e21fb3a2-a3f3-429b-af36-357b7abcdba1	Mike Kennedy	1	364300	2026-07-13 06:17:42.75313+00	227
PARTIAL	official	af2d0cd6-0640-4f2d-9c58-84737b4c0cd3	Greg Plucinski	1	350000	2026-07-27 06:49:34.109365+00	36
PARTIAL	official	2bbc5fd7-8e04-4d07-a00e-991b628a1ee3	Tom Malinowski	1	350000	2026-05-17 06:26:49.731315+00	990
PARTIAL	official	c1d44a7c-4fed-4e5e-b53c-60f63c31549f	Jim Schwartzel	2	350000	2026-05-17 06:38:07.348846+00	277
PARTIAL	official	f2c64773-6fcf-4434-bb55-4a530970b20e	Mason Foley	1	350000	2026-05-17 06:42:29.066464+00	54
PARTIAL	official	715601ce-05c6-4ec2-b87f-49b22a78bb92	J. Luis Correa	1	350000	2026-07-30 22:40:05.852089+00	342
PARTIAL	official	ee4c8003-dfdf-4c7f-b135-8c61ad920cfa	Conrad Cable	1	350000	2026-05-17 06:34:50.591531+00	90
PARTIAL	official	ec73344c-6601-4c7a-9dc9-9d566c2bdf22	Karianne Lisonbee	1	350000	2026-06-28 07:39:23.347693+00	78
PARTIAL	official	4e0835b8-b841-40ee-8b4e-3bfaeab27afe	Randy Fine	2	350000	2026-07-06 07:47:30.172843+00	1284
PARTIAL	official	5f8c3462-d9d1-4713-b8d1-6fcdd462cd91	Clyde Jones	1	350000	2026-07-13 06:32:18.934509+00	65
PARTIAL	official	49be389f-4387-499b-9c15-9d89af34c789	Jodey C. Arrington	1	350000	2026-05-03 00:39:22.589662+00	159
PARTIAL	official	5e48d639-89e6-41e4-a2c6-c5ca606b636a	Angela Nixon	2	350000	2026-07-13 06:34:03.393704+00	485
PARTIAL	official	df8ed54b-815b-4050-ba43-7217a2e22d84	Shannon Taylor	4	350000	2026-08-09 23:31:46.059772+00	1143
PARTIAL	official	46d45b0e-bdac-46e1-9a78-e2227a8ecc48	Jake Ellzey	1	350000	2026-07-30 22:40:05.852089+00	1223
PARTIAL	official	9a8c42ac-aa66-43ee-8015-02d8a5bc4c3c	Zachary Nunn	1	350000	2026-09-17 00:23:44.88845+00	488
PARTIAL	official	4189bcc6-06ac-4a9b-96d9-c3202a76730f	Michael Alfonso	1	350000	2026-06-28 07:44:12.155484+00	419
PARTIAL	official	66d2c39b-3037-4170-bc9d-edd7637a2fb6	Ted Lieu	1	350000	2026-07-27 07:11:12.664723+00	568
PARTIAL	official	3fc2108f-8795-4484-a5f3-6366209ed0db	Mike Carey	1	350000	2026-08-05 05:23:36.031549+00	628
PARTIAL	official	a05c9aa0-ee60-4e61-9f54-43800052328a	Jeff Crank	1	350000	2026-09-14 23:41:54.961308+00	493
PARTIAL	official	04afc81e-f922-4ad5-97f5-522021337a7f	James E. Risch	1	350000	2026-05-03 00:39:33.717311+00	1076
PARTIAL	official	3bb36c37-a005-4b00-8ff7-749b291089a9	Russell Fry	1	350000	2026-07-27 06:48:44.438408+00	378
PARTIAL	official	245c82bf-087c-4e43-b793-14540b94e387	Laura Fine	2	350000	2026-05-17 06:42:31.244933+00	2009
PARTIAL	official	36c48440-7b13-4cd7-aa89-e68bb3d6778d	Oliver Gilbert	1	350000	2026-08-09 23:20:06.876404+00	365
PARTIAL	official	31303e44-9340-4fb1-9214-d99836d08c1a	Robert Peters	1	350000	2026-05-17 06:44:03.945114+00	556
PARTIAL	official	2fb8e18f-45a9-4641-83d4-fc64a8e48ffc	Eric Jones	1	350000	2026-07-27 06:52:41.183387+00	630
PARTIAL	official	543cdfb3-bcbb-422c-a789-b6502a770cf0	Brian Jack	6	324800	2026-08-24 04:41:40.31199+00	454
PARTIAL	official	d8e6e178-1693-455a-abf9-78391df402dd	David Boyd	1	322000	2026-07-13 06:15:12.102714+00	2
PARTIAL	official	89e08fae-4144-4fd2-90f3-cbfecb64e788	Madeleine Dean	11	320000	2026-07-08 05:43:53.441521+00	450
PARTIAL	official	5c2fac74-bcb5-4a49-851c-af85c280e2f0	Mike Lipetri	1	312300	2026-06-28 07:20:14.339447+00	146
PARTIAL	official	2d8ed423-0162-4624-99f7-449fcb9e2e1f	Robin Kelly	2	300000	2026-05-17 06:46:33.827649+00	728
PARTIAL	official	afe9df3f-872d-4f8b-855f-bc7c91432215	Bill Huizenga	1	300000	2026-07-30 22:40:05.852089+00	673
PARTIAL	official	be90c279-cd78-4d60-92d3-83103cc85d02	Ashley Arenholz	3	300000	2026-05-17 06:33:06.671288+00	2581
PARTIAL	official	18ff5677-a85d-426d-8a22-6b615cc003d0	Sarah Trone Garriott	1	300000	2026-07-27 07:04:54.462444+00	2758
PARTIAL	official	f3fcc128-60f5-4056-934f-b85ece863110	Tim Kaine	4	295000	2026-05-03 00:40:52.013122+00	312
PARTIAL	official	c2d4eba4-6019-4b1a-b7df-25078669dd6d	Mark Nair	3	295000	2026-07-27 07:35:48.876858+00	78
PARTIAL	official	4d9d5aff-c0cc-487f-968b-70f75a671b54	Thomas Massie	2	280000	2026-07-10 06:10:24.784043+00	6112
PARTIAL	official	8f4e4de5-d4f9-44d5-946e-2e24ba44f94e	Daniel Webster	4	275000	2026-07-06 07:27:51.984033+00	131
PARTIAL	official	94ba77b3-1ce8-4245-ab21-c8ecf6d5f5ed	Michael Decillis	1	272600	2026-06-28 07:23:21.517216+00	43
PARTIAL	official	5aaf9669-42ed-4442-999e-5d10a8916513	Ernest Gonzales	2	270000	2026-05-26 00:00:37.567774+00	586
PARTIAL	official	78539b4d-ade7-449c-9bd8-e2f243d804c1	Jamie Belsito	7	270000	2026-07-13 07:05:37.492788+00	233
PARTIAL	official	34cbf910-3a98-488e-9aea-ddec3a84684a	Tano Tijerina	1	260400	2026-06-07 07:06:15.2763+00	303
PARTIAL	official	30c1481b-62b4-4873-a817-8c9c7957d5c1	Tim Sheehy	1	250000	2026-07-06 07:26:25.93763+00	555
PARTIAL	official	20650381-3312-42b7-8865-08823daea9f4	Nate Morris	1	250000	2026-05-17 06:42:31.244933+00	753
PARTIAL	official	57f66dbb-c1ee-4bf1-81fa-197c167ec1af	James A. Himes	1	250000	2026-07-30 22:40:05.852089+00	234
PARTIAL	official	0248a70f-398e-41c6-86c6-531319b276e4	Joe Mitchell	2	250000	2026-07-13 06:40:28.480419+00	500
PARTIAL	official	df2ebc2d-4818-4931-88c6-8198b8efc06a	Ethan Wechtaluk	1	250000	2026-05-17 06:36:03.552372+00	7
PARTIAL	official	f1f382c8-5d6f-4192-acb0-5f78e50b25fb	Chaz Molder	2	250000	2026-07-27 07:35:48.876858+00	1401
PARTIAL	official	77e50adb-f015-422f-88db-b96e052b22c3	S Krishnamoorthi	1	250000	2026-05-17 06:28:03.699112+00	4540
PARTIAL	official	2db0be0c-5a36-4c50-bf62-305047f34036	Troy A. Carter	1	250000	2026-05-03 00:40:00.247369+00	267
PARTIAL	official	b3772294-e41e-4e8e-ad80-6086cc521a37	Frederic Clark	2	250000	2026-06-28 07:20:14.339447+00	362
PARTIAL	official	aeeb1dd5-c6fe-4d29-b3c7-edc4f85032b0	Mike D. Rogers	1	250000	2026-07-30 22:40:05.852089+00	624
PARTIAL	official	c1fec6c7-9b5d-465b-a224-8035891d7ca0	Jasmeet Bains	1	250000	2026-07-27 07:07:54.743393+00	735
PARTIAL	official	57d0cab4-75d2-4e3d-a87f-31995efe4659	George Johnson	4	245000	2026-07-13 06:22:44.976738+00	4
PARTIAL	official	7b23d721-20e4-404c-998c-748fc4695008	Eric Yonce	1	242300	2026-07-27 07:02:43.259627+00	83
PARTIAL	official	1fab1c70-94c3-4f17-a264-22eb913bdf94	Brad Sherman	1	236400	2026-07-13 06:17:19.540459+00	835
PARTIAL	official	b077712a-90d1-43db-a6c9-d057ae821844	Mazie K. Hirono	1	225000	2026-05-03 00:40:56.510335+00	321
PARTIAL	official	b8682790-5527-480f-a1b9-d7d929c14cff	James C. Moylan	7	225000	2026-09-17 00:23:44.88845+00	115
PARTIAL	official	6cba6efb-7fa9-48b7-bc1c-b992b5340945	Analilia Mejia	5	225000	2026-07-07 06:11:30.256409+00	962
PARTIAL	official	2438f4ab-eeba-4bc6-b67d-a30f922d1d79	Christopher Rabb	4	218300	2026-08-24 04:37:10.095875+00	956
PARTIAL	official	7f155f32-14e3-4f72-a1ed-9322ad3ddb29	Wala Blegay	1	200000	2026-07-27 07:02:27.811586+00	287
PARTIAL	official	9220a26b-93a6-4b7c-bd29-acfb2544ba97	Katherine M. Clark	1	200000	2026-05-03 00:37:52.890738+00	638
PARTIAL	official	61960697-0004-4634-85ef-a1419f54e8a3	Derrick Van Orden	1	200000	2026-07-07 06:20:28.667381+00	3038
PARTIAL	official	6082617a-2291-48cc-8cc5-44c05f158060	Mike Mcguire	1	200000	2026-05-17 06:34:47.239717+00	766
PARTIAL	official	bbc34e0b-65ec-426e-9c62-853eb20d42b1	Greg Stanton	4	200000	2026-07-27 07:03:49.919262+00	985
PARTIAL	official	9e2bac3b-2909-469a-8c6f-5c7a26823e70	Stephanie I. Bice	1	200000	2026-05-11 03:17:58.192847+00	291
PARTIAL	official	bcba5e69-f3c1-459f-a7bd-7df4d5022329	Robert E. Latta	2	200000	2026-05-03 00:40:06.018792+00	387
PARTIAL	official	37bf15ef-e816-4597-8bfc-c675769f716e	Kedner Maxime	2	200000	2026-05-17 06:29:27.564581+00	8
PARTIAL	official	c0af0396-bf73-47e5-8e5d-291d3122ef68	Mark Harris	1	200000	2026-09-17 23:19:14.444713+00	404
PARTIAL	official	4d9b78b7-15eb-4a2d-88c0-bc2b74d31e1f	Johnny Garrett	1	200000	2026-05-17 06:46:30.022897+00	639
DROPPED-OUT	official	20d70bf1-a0c3-4c6c-a949-6f05a5539934	Matt Dodson	5	192700	2026-06-28 07:48:22.733348+00	0
PARTIAL	official	ef1811ae-882c-428e-b904-9ca6f2a48681	Jim Banks	3	180000	2026-08-24 04:29:52.199455+00	499
PARTIAL	official	802d4aed-e324-4075-a8e8-0300daa2c52b	Mike Rounds	3	175000	2026-07-27 07:03:49.919262+00	568
PARTIAL	official	9a4693da-9555-464f-9116-ec0d77fc6af2	Emanuel Cleaver	2	175000	2026-08-05 05:20:14.71364+00	337
PARTIAL	official	f6f0ecb5-3ba6-4f47-9612-d6ca3c52ed38	Daniel Biss	3	175000	2026-05-17 06:27:59.285876+00	1543
PARTIAL	official	712b7eb0-2698-4305-922b-5ad84832a35d	Rick Scott	1	170000	2026-07-09 06:15:25.799503+00	216
PARTIAL	official	716416ef-54f9-4b9d-aef4-54f33b9e1d0a	Rachel Wallace	5	170000	2026-06-28 07:41:39.426826+00	566
PARTIAL	official	6461587d-53f4-4916-b548-79a509235455	Randy K. Sr. Weber	1	160600	2026-05-03 00:40:01.500832+00	161
PARTIAL	official	b654f1ef-0ddc-4c50-9d13-c9a3cd20cb3b	Andrew Sneed	1	160000	2026-05-17 06:29:32.063567+00	361
PARTIAL	official	a350def0-25fe-423d-b613-e273dc23ea84	Ted Cruz	1	158600	2026-07-30 22:40:05.852089+00	6202
PARTIAL	official	07d985c4-f17b-4408-8090-02e6f28edf35	John R. Carter	1	150000	2026-05-03 00:39:45.845667+00	230
PARTIAL	official	39f94186-ad1e-4fbb-a886-9cb5f53e3ed5	Blake Miguez	1	150000	2026-05-17 06:34:32.61979+00	891
PARTIAL	official	02942ed7-fec5-4384-b0cb-d94775ba7d26	Pablo Hernandez Rivera	1	150000	2026-06-07 07:08:31.427949+00	524
PARTIAL	official	a911c906-1a02-4ba2-af8d-5dcca21c89fd	Cynthia M. Lummis	1	150000	2026-09-19 18:50:50.182034+00	175
PARTIAL	official	6c36d45b-15c6-4916-a2c6-39c9281f0556	Yasmeen Bankole	1	150000	2026-05-17 06:35:38.421483+00	216
PARTIAL	official	37536d5c-66e9-4ba3-b607-ddfd6a238f15	Mike Pedersen	2	150000	2026-05-31 07:51:55.875794+00	52
PARTIAL	official	c44011b4-a981-46a0-a231-4442b671e244	Ami Bera	1	150000	2026-05-03 00:40:01.203741+00	425
PARTIAL	official	f1f799d9-980b-4106-8f05-919c9a4245d6	Stefany Shaheen	3	150000	2026-05-17 06:34:49.449655+00	1412
PARTIAL	official	50c9a915-4a01-48f0-932a-6e49196349e1	Bryan Steil	1	150000	2026-07-07 06:15:33.14411+00	873
PARTIAL	official	785ff4ef-7bb9-43bc-ae8f-f0e390cba545	Sarah Elfreth	2	150000	2026-08-09 23:30:11.489457+00	460
PARTIAL	official	7aa932bb-f40c-44bf-8408-83860ef0f339	Kevin Cramer	4	145000	2026-07-08 05:38:37.166746+00	397
PARTIAL	official	7b9b7dda-319e-4a0a-ab1f-60cde6df5ac5	Kristin Hook	6	135000	2026-06-14 07:25:09.294056+00	226
PARTIAL	official	3396e12d-ec65-4270-97f0-0437e1bb2f55	Kristi Burke	2	135000	2026-07-27 07:08:29.727838+00	44
PARTIAL	official	0ef55b11-b253-4056-be90-9ed60355d4aa	Lily Williams	2	135000	2026-06-07 07:39:02.722052+00	510
PARTIAL	official	413dbb9e-1bbb-42b0-b9d1-05bb8d7b0b90	Oliver Larkin	4	132900	2026-08-24 04:35:02.946199+00	364
PARTIAL	official	fb6ffffa-841c-4c65-bcd1-7978d7b10328	Eric Sorensen	3	125000	2026-07-06 06:48:50.144238+00	671
PARTIAL	official	d4f8dc70-5534-46d7-89bc-acba4f288a3e	Marni Von Wilpert	2	125000	2026-05-17 06:34:49.449655+00	1208
PARTIAL	official	66fb4e28-9a73-47f0-b5b5-58f747ab246e	Jason Smith	2	125000	2026-07-06 07:43:22.543703+00	859
PARTIAL	official	9e8936a0-82e8-4c5a-b0a8-b1585306027e	Jamie Raskin	2	125000	2026-07-06 07:48:48.207913+00	4419
PARTIAL	official	0655d2cb-eecc-4160-bd14-ddc089591ca6	Jonny Larsen	2	120000	2026-07-26 06:56:59.807527+00	18
PARTIAL	official	bba8e01e-6cbf-4522-a22c-094097ebdb62	Katy Stout	2	115000	2026-07-27 07:01:40.097769+00	248
PARTIAL	official	0c17c57b-8737-4d8d-a46d-b42738742638	Dave Min	1	112300	2026-07-06 07:05:50.606558+00	1531
PARTIAL	official	9ff6da5e-a169-4959-bed8-41e91e3f23ba	Nicholas J. Begich	1	105000	2026-05-11 03:17:58.192847+00	1532
PARTIAL	official	a3d41e97-b8f0-4ed8-b4a6-84139866c62e	Shelly Dezevallos	1	104100	2026-07-27 06:59:09.439432+00	371
PARTIAL	official	737cb828-f289-4dda-9508-792e366c5a26	John Joyce	1	104100	2026-07-06 07:55:32.504684+00	244
PARTIAL	official	61dbc17a-e543-4c7e-bebc-73f3a36f7220	Melissa Bird	1	100000	2026-06-07 07:16:59.124044+00	53
PARTIAL	official	60a002a0-733d-47b0-a9c4-935cf2ff7ba3	Jennifer A. Kiggans	1	100000	2026-05-03 00:39:46.157877+00	1734
PARTIAL	official	5df2edbb-09a5-4220-9075-0f814a4fc445	Patrick Farrell	1	100000	2026-05-17 06:37:55.444918+00	139
PARTIAL	official	561fee19-03ae-4fbc-8f06-540c3d173681	Rob Lucero	1	100000	2026-07-13 06:59:10.096197+00	76
PARTIAL	official	6e90f453-dab8-4eb1-b74a-1bad49430dc3	Don Tracy	1	100000	2026-05-13 10:59:47.082118+00	234
PARTIAL	official	49f05793-fc02-4d62-861b-c5bdd2600bb2	Troy Downing	1	100000	2026-07-06 07:43:55.564082+00	678
PARTIAL	official	8cfd19b0-cd98-4e40-907b-5f78159cad55	Robert C. "Bobby" Scott	1	100000	2026-05-03 00:39:50.046806+00	219
PARTIAL	official	8ef56d07-0717-4983-9f63-912be7663be2	Darrell Issa	1	100000	2026-07-22 05:22:29.083047+00	428
PARTIAL	official	48897bd3-4d63-4e8e-9c40-bdac46992f43	Matthew Denotter	1	100000	2026-07-27 07:10:39.042206+00	16
PARTIAL	official	909c3fc4-5871-47a5-bb0d-55e29bc7ff52	Christian D. Menefee	1	100000	2026-05-03 00:38:56.61925+00	1616
