# FIX-1106 emit-set residue manifest -- prod -- generated 2026-09-22T04:26:06.156Z
# cycle=2026 source=fec_bulk_pac run_id=2fe769fb-8307-5b02-9657-9799dfcc44ea complete_at=2026-09-20 22:54:52.472768+00
# emit set 112,592 keys; slice 114,893 rows / $440,080,672
# DROPPED-OUT 18 recipients / 315 rows / $1,290,240
# PARTIAL     194 recipients / 1986 rows / $7,811,207
# This file is an AUTHORISATION, not a description. The apply re-checks every
# row-level fact keyed on these ids and SKIPS anything that grew since.
class	to_type	to_id	name	rows	cents	last_write	emitted_rows
PARTIAL	official	66224438-c346-48bc-92fb-583d36c2f4cd	Jessica Killin	1	150000	2026-08-08 03:34:43.917805+00	88
PARTIAL	official	0cd2ed5d-5a3e-4996-906f-db722e8384f8	Jamie Ager	1	150000	2026-08-08 03:34:43.917805+00	73
PARTIAL	official	18a7e056-26ba-48a6-8f4c-2977a8eb8029	Mike Haridopolos	1	150000	2026-08-08 03:34:34.962484+00	226
PARTIAL	official	f1f382c8-5d6f-4192-acb0-5f78e50b25fb	Chaz Molder	1	150000	2026-08-08 03:34:43.917805+00	57
PARTIAL	official	b077712a-90d1-43db-a6c9-d057ae821844	Mazie K. Hirono	1	150000	2026-08-08 03:35:05.588567+00	23
PARTIAL	official	b5881558-2234-4aef-9352-42c90c436d0f	Bob Brooks	1	150000	2026-08-08 03:34:43.917805+00	112
PARTIAL	official	442d3ca4-96d2-4b5d-93b3-6d28b41143df	Tom Sell	2	150000	2026-08-08 03:34:34.962484+00	112
PARTIAL	official	b953e742-41a8-49c7-85f9-db6cc5e5b5f0	Graham Platner	1	124400	2026-08-08 03:35:05.588567+00	50
PARTIAL	official	27ee0faf-2c40-4dad-9c34-98652a4f4562	Christopher R. Deluzio	1	100000	2026-05-02 22:37:08.388962+00	112
PARTIAL	official	872e5c89-52eb-425d-8e32-f3d6bb1e6386	Dan Sullivan	1	100000	2026-07-06 07:24:11.133429+00	414
PARTIAL	official	5c4dd857-94bc-45fa-a127-df8e77d4200e	Nicholas A. Langworthy	1	100000	2026-09-01 00:30:41.385314+00	292
PARTIAL	official	bfa3fbee-d6d7-4ee3-86c2-5c7968f616c7	Jared Huffman	1	100000	2026-07-06 07:32:17.27845+00	97
PARTIAL	official	42782d83-4638-403d-953d-12d48fdb913d	Mark Teixeira	1	100000	2026-08-08 22:51:53.536906+00	94
PARTIAL	official	496e90ba-d0e6-44dd-a5a2-65675650de8b	Erin Houchin	1	100000	2026-09-07 07:15:10.683876+00	294
PARTIAL	official	44cf7953-3738-4519-a756-e59dccc59312	Jacqui Irwin	1	100000	2026-08-08 03:34:43.917805+00	64
PARTIAL	official	06f1abdb-249b-480e-bd3b-addbbc17c8d0	Juan Vargas	1	100000	2026-07-06 07:18:33.486046+00	121
PARTIAL	official	b83ab586-59e0-4ad7-92b5-3ca9dc1f7743	Gary J. Palmer	1	100000	2026-08-08 03:34:53.277327+00	157
PARTIAL	official	7aa932bb-f40c-44bf-8408-83860ef0f339	Kevin Cramer	1	100000	2026-07-08 05:38:37.166746+00	92
DROPPED-OUT	official	8fdd859c-fdaa-45d1-b63a-38e5b87d9214	Coleman Watson	1	100000	2026-08-08 22:23:55.998474+00	0
PARTIAL	official	33603f98-c597-4c3c-8419-90a5a5361252	Norma J. Torres	1	100000	2026-09-07 07:15:10.683876+00	117
PARTIAL	official	9d49d9f3-8229-49ec-9b22-5c64e3cc7c18	Tom Cole	1	100000	2026-07-10 06:11:02.688717+00	381
PARTIAL	official	f03d57d7-dc2f-4bfc-96ca-dbd2289b6b36	Tom McClintock	1	100000	2026-05-02 22:37:08.605355+00	52
PARTIAL	official	48d00a31-e153-4503-9e8a-5519739fb8e5	Mike Thompson	1	100000	2026-08-08 03:34:34.962484+00	503
DROPPED-OUT	official	d798e047-7b5e-455d-bc61-3efeced94fee	Britta Aguirre	1	65400	2026-08-08 03:34:43.917805+00	0
PARTIAL	official	6cba6efb-7fa9-48b7-bc1c-b992b5340945	Analilia Mejia	1	50000	2026-07-12 05:42:17.478705+00	86
PARTIAL	official	e42e07b1-7e6c-47c6-8b10-786454933d51	Adelita S. Grijalva	1	50000	2026-05-02 22:37:06.741922+00	106
PARTIAL	official	49f05793-fc02-4d62-861b-c5bdd2600bb2	Troy Downing	1	50000	2026-07-06 07:43:55.564082+00	209
PARTIAL	official	0e5c0b25-7ee7-4763-bb99-337fee90c680	Harriet Hageman	1	50000	2026-06-28 06:29:09.38016+00	71
PARTIAL	official	a333edfb-4091-48f6-a08e-181f7dc646a2	Jacky Rosen	1	50000	2026-07-08 05:26:30.614057+00	96
DROPPED-OUT	official	5a8056a5-f117-4157-ab48-3f84227cb9b9	Raul Grijalva	1	50000	2026-05-11 05:13:46.31787+00	0
PARTIAL	official	0b939682-1183-4efe-9eb0-d28ba51f3f53	James R. Walkinshaw	1	50000	2026-06-28 06:29:09.38016+00	201
PARTIAL	official	4beceb08-dc41-44a2-a970-8e11603d026e	Bethany Mann	1	43100	2026-05-31 06:55:23.867415+00	1
