official_id	full_name	first_name	tier	role_title	jurisdiction	is_active	stored_fec_id	verdict	total_rows	total_usd	own_rows	own_usd	cross_rows	cross_usd	diverted_rows	diverted_usd	trial_moved	trial_collided	trial_collision_rate	cross_amount_mismatch_rows	cross_suspect_excess_usd	cross_owner_excess_usd	same_person_owner_fec_ids	cross_person_owner_fec_ids	best_owner_name	best_owner_fec_id	best_owner_relation	best_owner_holding_usd	best_owner_shared_rows	owner_count	zero_owner_fec_ids	diverted_cycles	first_at	last_at
bfd68ac8-1dee-4d79-a41c-5c142c314c0b	Saroja Reddy	Saroja	elected	Council Member	SEA	false	H4KS03212	DUPLICATED	605	1313782.00	0	0.00	605	1313782.00	0	0.00	0	605	1.0000	0	0.00	0.00		H4KS03212	Prasanth Reddy	H4KS03212	CROSS	1313782.00	605	1			2023-07-01	2024-12-20
dbb00a26-acdd-4050-9f75-83823acbef28	Rachel Morris	Rachel	elected	Council Member	AUS	false	S6KY00302	DUPLICATED	474	1270266.00	0	0.00	474	1270266.00	0	0.00	2	472	0.9958	30	0.00	48123.00		S6KY00302,H6PA03211	Nate Morris	S6KY00302	CROSS	1478087.00	472	2	H0DE01066,H0MD02222,H2IL17154,H2NV03237,H2SC06167,H2SC07306,H6DC00204,H6KY00302,P00014498,P80008956		2025-06-26	2025-12-31
67fcf177-7869-489a-b992-2b2aca95f0b8	Bill Barnes	Bill	elected	Council Member	SF	false	H6IL15126	DUPLICATED	242	1211822.00	0	0.00	242	1211822.00	0	0.00	59	183	0.7562	2	0.00	3500.00		S2WI00441,H6AL04155,H4MD06308,H0TX14176	Mandela Barnes	S2WI00441	CROSS	1135198.00	183	4	H2OH11185,H4RI01158,H4TX18146,H6FL02398,H6FL11258,H6IL15126,H8TX14138,P00008409,P00012922		2020-01-09	2026-03-23
53d4b173-6950-4239-a92a-7bfe7c9e6f99	Susan Delgado	Susan	elected	Council Member	AUS	false	S6IL00607	DUPLICATED	351	1068277.00	0	0.00	351	1068277.00	0	0.00	23	328	0.9345	5	11175.00	0.00		H8NY19181,H0CA40138,H0MD01216,S6IL00607	Antonio Delgado	H8NY19181	CROSS	1002489.00	328	4	P00009597		2019-03-20	2025-09-10
862515c5-e29b-4888-a71e-97756064a9bf	Darryl Brooks	Darryl	elected	Council Member	SEA	false	H6PA07188	DUPLICATED	512	993733.00	0	0.00	512	993733.00	0	0.00	176	336	0.6563	43	16000.00	48150.00		H6PA07188,H2IN05082,H0AL05163,S8AL00381,H2FL02140	Bob Brooks	H6PA07188	CROSS	966270.00	336	5	H0NC09278,H2MS04266,H2PA14092,H2TN05347,H8GU01046,H8PA18272,P40009854,P40012767,P40020067,P60007341,P60021680,S0TN00235,S6MN00523		2019-02-05	2026-03-31
6b6441e8-19fe-4939-b651-d4e61e2f81a9	Conor Johnston	Conor	elected	Council Member	SF	false	H6NE02166	DUPLICATED	561	926011.00	0	0.00	561	926011.00	0	0.00	3	558	0.9947	0	0.00	0.00		H4TN05137,H6NE02166	Courtney Johnston	H4TN05137	CROSS	923511.00	558	2	H4FL01254,P00006163,S0CO00468		2024-04-02	2025-06-18
3683402f-a3aa-4c25-844f-dfcab6f8c33e	Wendy Harrison	Wendy	elected	Council Member	AUS	false	H6GA23012	DUPLICATED	237	905958.00	0	0.00	237	905958.00	0	0.00	51	186	0.7848	17	38200.00	10700.00		S0SC00289,H6FL23139,H0NJ02197,H2TX06269,H0NE02185	Jaime Harrison	S0SC00289	CROSS	806510.00	186	5	H0GA06150,H0NY12191,H2CA10210,H2TX26200,H4NC04123,H6GA23012,H8OR03102,H8WA03180,P00009936,P20005773		2019-03-13	2025-12-31
1beb75d9-632c-4a0c-a65b-2fd078e78c2f	Jason Elliott	Jason	elected	Council Member	SF	false	H6FL19210	DUPLICATED	814	883848.00	0	0.00	814	883848.00	0	0.00	387	427	0.5246	0	0.00	0.00		S4WV00399,H2MI13311,H0AR02206,H0CA10271,H0AR02131	Glenn Elliott	S4WV00399	CROSS	398223.00	427	5	H0FL14131,H0NV01052,H0NV01227,H2FL12065,H6FL19210,P80003643,S0KY00305		2019-10-24	2025-11-29
9a06535f-3e88-4fb5-b72e-8c78f6fd9a5a	Mayor Pro Tem José ''Chito'' Vela	José ''Chito''	elected	Council Member	AUS	true	H2TX27190	DUPLICATED	234	843360.00	0	0.00	234	843360.00	0	0.00	0	234	1.0000	0	0.00	0.00		H2TX27190	Filemon Vela	H2TX27190	CROSS	843360.00	234	1			2019-01-02	2023-02-16
ee6efab1-30b6-4ec7-9646-439497664d2c	Michelle Price	Michelle	elected	Council Member	AUS	false	H6NC04037	DUPLICATED	267	837250.00	0	0.00	267	837250.00	0	0.00	0	267	1.0000	1	2500.00	0.00		H6NC04037,H4GA06087	David Price	H6NC04037	CROSS	834750.00	267	2	H0NY22109,H6TN01511,H6TX02269,H8NC11103,P00009548,S0LA00428,S2MO00601		2019-01-03	2021-12-13
5b5fafaf-d031-4f04-91af-b762b2655784	Paul Lewis	Paul	elected	Council Member	AUS	false	H6NJ11302	DUPLICATED	220	746636.00	0	0.00	220	746636.00	0	0.00	85	135	0.6136	4	1000.00	5760.00		H6GA05217,S0MN00328,H6CA18172,H6MN02149,H2MD04323,H0AL05205,H8VA06138,H6FL02323,H0TX36021,H6NJ11302	John Lewis	H6GA05217	CROSS	416375.00	135	10	H0WA07147,H0WV03169,H2CO04151,H2MI03221,H2SC01143,H2TX19072,H4AZ08165,H4CA28093,H6ID02217,H8CA37079,H8IL02104,H8VA06195,P00007690,P00016204,P40012809,P40020240,P40020927,P40020935,P40020943,P60005717,P80006281,S2NC00679,S2WI00458		2019-01-02	2026-03-23
be2397e1-8b70-4539-acff-22d1be744298	Tammy J. Morales	Tammy	elected	Council Member	SEA	false	H6TX34056	DUPLICATED	609	745008.00	0	0.00	609	745008.00	0	0.00	141	468	0.7685	1	1000.00	0.00		H4OR03168,H4CA20132,H6NJ12383,H2FL09277,H6TX34056	Eduardo Morales	H4OR03168	CROSS	561006.00	468	5	H0MD03246,H4NC02168,H6CA43188,H8AZ02227,H8TX29045		2023-03-02	2026-03-03
a025dec0-73ba-4010-a0b3-73b820da2723	Elaine Hart	Elaine	elected	Council Member	AUS	false	S6KS00304	DUPLICATED	195	733612.00	0	0.00	195	733612.00	0	0.00	15	180	0.9231	0	0.00	0.00		H0IA02156,H4TX14111	Rita Hart	H0IA02156	CROSS	717262.00	180	2	H0WA02221,H2TN08077,H8NV03101,H8PA13109,S0SD00096		2019-06-18	2024-10-17
a1abd8c8-97cc-4df8-9b1b-f6d694b2050d	Paul Niemeyer	Paul	elected	Federal Judge	US	true		DUPLICATED	446	720866.00	0	0.00	446	720866.00	0	0.00	0	446	1.0000	0	0.00	0.00		H4IN01210	Randell Niemeyer	H4IN01210	CROSS	720866.00	446	1			2023-09-19	2024-11-05
