# NOT AN AUTHORISATION. Added by hand (cc-126), above the header the audit
# writes, which says the opposite by default. These two manifests were cut as
# FIX-1182 experiment (2) -- to decompose FIX-1106 per source -- and NO apply is
# sanctioned against either. The apply is blocked on [[FIX-1182]] until a second
# complete emit run exists (Sun 2026-09-20). Re-cut against the current emit set
# before anything is ever applied from this slice.
# FIX-1106 emit-set residue manifest -- prod -- generated 2026-09-14T04:21:22.878Z
# cycle=2026 source=fec_bulk_pac run_id=0bda0cbe-8d98-550d-9945-a25ccc1dd722 complete_at=2026-09-14 00:23:01.687411+00
# emit set 111,890 keys; slice 134,652 rows / $506,122,862
# DROPPED-OUT 134 recipients / 20165 rows / $70,305,398
# PARTIAL     153 recipients / 2597 rows / $10,015,990
# This file is an AUTHORISATION, not a description. The apply re-checks every
# row-level fact keyed on these ids and SKIPS anything that grew since.
class	to_type	to_id	name	rows	cents	last_write	emitted_rows
DROPPED-OUT	official	84425497-5021-493f-b0ed-24ab456762a8	Max Miller	182	50964900	2026-05-11 05:13:59.93667+00	0
DROPPED-OUT	official	daeb9a4a-b487-4208-8d1f-a59a8ec26865	Riley Moore	142	50570000	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	f03e889b-ce39-4d91-bcad-caa0f7c79aa8	Maria Salazar	156	49184800	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	a089f60e-7e0c-405c-b160-6cb69147ff2f	Timothy Kennedy	161	48825000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	7c34891f-9c82-4976-9739-78baeb0aaad6	Valerie Foushee	184	48450000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	57508663-79d1-4b5e-a1d8-9e4676358437	Christopher Deluzio	103	48328000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	428b9a13-d9a7-4ffa-b773-608a69d424e1	Neal Dunn	192	47858300	2026-07-28 05:22:49.824348+00	0
DROPPED-OUT	official	bd90e47d-4af3-456d-bf48-cb63be4c874e	Richard Allen	153	47125000	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	c3c29b07-8b3c-4728-b96c-ca39c2fd5597	Frank Lucas	157	45950000	2026-05-11 05:13:59.93667+00	0
DROPPED-OUT	official	f39d5ef5-9585-43e6-92e9-95517dd984dd	Daniel Goldman	128	45179400	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	e05c6ac7-65ac-496a-86f5-575cab7a4eba	Randy Weber	144	42860000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	9a2a2c44-0b24-456c-b3c3-b626c3dccb38	Katie Britt	157	42855000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	d81d285e-d9df-4029-aac7-80d699e373e7	Gary Palmer	143	41600000	2026-07-28 05:23:53.501267+00	0
PARTIAL	official	5cc3a04d-7a24-4472-9e32-ac5e07c9c532	Earl L. "Buddy" Carter	118	40925000	2026-05-02 22:37:12.965096+00	174
DROPPED-OUT	official	0ccd2655-f1c7-4716-b55a-d72991a6fa8f	Robin Kelly	135	39875000	2026-05-11 05:14:00.159016+00	0
DROPPED-OUT	official	e11993c6-566d-4d26-a739-375839cb87c2	Michael Turner	95	39100000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	43fee7e7-d8ee-4a06-95a9-86fcb83d3689	Norma Torres	113	37450000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	273e0e77-c546-4b47-a11f-24e34597aefe	Addison Mcdowell	147	36650000	2026-05-11 05:13:59.93667+00	0
PARTIAL	official	3bd3e96a-a957-4868-9c72-336aeebe7710	Pete Ricketts	57	35700000	2026-09-12 22:49:20.17777+00	264
DROPPED-OUT	official	43c75821-21c9-45be-bfa5-8b758fd964a8	Delia Ramirez	105	34585000	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	97decde9-e49e-4ba7-b025-56a71836b9ef	Jared Golden	108	34288600	2026-07-28 05:22:59.501344+00	0
PARTIAL	official	47d96e85-fa6b-4705-a8b5-eb8094225d48	Ed Case	107	33900600	2026-07-18 04:53:17.987304+00	1
DROPPED-OUT	official	f0ef9e11-88a1-41e5-8c0f-2b2bac5d9b07	Elise Stefanik	82	33620000	2026-07-28 05:22:49.824348+00	0
PARTIAL	official	fb83472a-2d41-4988-8ed0-dd19cf6e0946	Angie Craig	100	33374100	2026-05-10 06:06:55.766225+00	217
PARTIAL	official	0fcc1b87-e6e3-4c00-8594-4e3a93d3cfc0	John R. Curtis	137	33250000	2026-05-11 05:17:35.610781+00	13
DROPPED-OUT	official	f2845026-52a7-417e-b175-58a142639bf3	Lucia Mcbath	121	32677900	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	ed31d86a-9811-4e3d-83d0-b6d7ceee9d7f	Patrick Fallon	101	31776000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	e966ce8b-2467-4dce-91f5-39742efac473	Jeff Van Drew	101	30900000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	cda0ed3d-c390-40d6-b0c3-7659aa2c22ad	John Olszewski	121	30075000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	df95102b-c96e-4a14-958b-8a8eebd97d5c	Russell Fulcher	97	29600000	2026-07-28 05:24:02.08605+00	0
PARTIAL	official	b1db79b2-cf97-4cb1-8ecd-4d45df50d8a2	Raja Krishnamoorthi	68	29330000	2026-05-10 06:06:56.645413+00	123
PARTIAL	official	c4e9598a-1dc9-45c8-8e85-578b647e3f59	Laura Gillen	91	29100000	2026-09-13 22:47:57.658587+00	210
DROPPED-OUT	official	ad071676-24dc-4d53-9b26-9e3e25954091	Herb Conaway	110	28448700	2026-05-11 05:13:58.935955+00	0
DROPPED-OUT	official	74ca66bf-379f-4e59-a738-781426a9bb48	Stacey Plaskett	96	27738700	2026-05-17 05:58:02.144772+00	0
DROPPED-OUT	official	e10acd2f-7cae-4285-990e-ed8ffeb3f0a4	Stephen Lynch	83	27629900	2026-07-28 05:24:02.08605+00	0
PARTIAL	official	0d2edccc-ca9e-4db5-8f40-6237fdc6eb3e	Glenn Ivey	86	27100000	2026-09-13 22:46:39.572863+00	35
DROPPED-OUT	official	91baa852-297e-40e7-9c79-ace3f83f43b4	Henry Johnson	79	24627900	2026-05-11 05:14:00.400764+00	0
PARTIAL	official	8a916c94-dfa8-4971-90f8-2d005e0b7b56	Barry Moore	43	23427400	2026-05-10 06:06:55.217821+00	58
DROPPED-OUT	official	be4496ab-c5c3-426c-a34a-6b3377b7fa90	Robert Scott	74	23370000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	9922bf05-4447-4d5e-9823-c4e84e74b014	Troy Nehls	88	22880000	2026-07-28 05:23:12.864782+00	0
DROPPED-OUT	official	d9fc5b37-9a15-4015-860d-801a0a2a4a74	Robert Onder	78	21500000	2026-05-11 05:13:59.93667+00	0
DROPPED-OUT	official	c0c07bb5-e6e4-4682-ab0e-7c30fc702df1	James Mcgovern	52	19650000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	f4c02c90-c5de-47ef-9da0-a45cfd3beefd	Harriet Hageman	56	19550000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	c608f1cc-ccb7-49c7-ac3a-f118abbf2cbe	James Baird	68	18950000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	dc1b3e4c-4ba0-481f-abfd-ee911954baab	Timothy Scott	58	18630000	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	23ae83ae-0aea-452d-b08e-817c839af038	Jill Tokuda	51	16305000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	50f12b8a-075b-47ed-8d69-3705d626b5eb	Kirsten Gillibrand	62	16207800	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	bf6d5790-8ff8-494f-a071-2f7a8b6e3f1f	Gilbert Cisneros	51	15600000	2026-07-28 05:24:02.08605+00	0
PARTIAL	official	729873da-98d8-441d-85b8-199029dd192b	Keith Self	57	15063100	2026-09-12 22:49:20.17777+00	15
DROPPED-OUT	official	67f77dc5-df8f-47ef-84e1-67c739ae62c9	William Keating	50	14700000	2026-07-28 05:24:02.08605+00	0
DROPPED-OUT	official	63740b8b-2f40-44c0-a96d-80a125a2208a	Mark Harris	68	14650000	2026-05-11 05:13:59.93667+00	0
PARTIAL	official	6a8536b9-811f-4ad2-b7bb-601ade45764f	Robin L. Kelly	53	14450000	2026-05-10 06:06:56.645413+00	137
PARTIAL	official	88ee9d71-98b3-4eb0-b6fb-368e6629f23e	Jeff Crank	33	13854000	2026-09-12 22:49:20.17777+00	168
DROPPED-OUT	official	6b39e4d0-e930-478e-a3ac-737b04e969bd	Jonathan Jackson	48	13800000	2026-05-11 05:14:00.159016+00	0
DROPPED-OUT	official	ce2b114f-8406-4c84-91e9-c6454d11c897	Roger Marshall	32	13450000	2026-07-28 05:23:53.501267+00	0
DROPPED-OUT	official	f8f4fd05-889a-48c6-be93-e13769cbd4bd	Timothy Kaine	57	13316600	2026-07-28 05:23:53.501267+00	0
