class	name_signal	survivor	role_title	state	district	surv_fec	stub	stub_fec	stub_rows	stub_cents_all	stub_cents_donation	surv_rows	surv_cents_donation	collide_keys	collide_frac_of_stub	stub_votes	stub_external_rels	stub_ec_nonmoney	surv_id	stub_id
A-double-claim	agrees	Gabe Amo	Representative	RI	1	H4RI01265	Gabriel Amo	H4RI01265	205	75443361	68017000	2732	368192600	205	1.0000	0	0	0	f79862fe-23cc-4cd2-931c-9e9b5d0a5789	03ae8e3a-151b-4cb3-92bd-94af7e9a2179
A-double-claim	agrees	Herbert C. Conaway	Representative	NJ	3	H4NJ03080	Herb Conaway	H4NJ03080	225	66806500	66806500	1175	216773400	225	1.0000	0	0	0	e3a94a66-61db-4833-8b02-1a60feabab7d	ad071676-24dc-4d53-9b26-9e3e25954091
A-double-claim	agrees	Dale W. Strong	Representative	AL	5	H2AL05102	Dale Strong	H2AL05102	154	59162500	59162500	1945	472071400	154	1.0000	0	0	0	2e690c6a-575e-4d1a-820d-7ca93fff8eee	2ac8ce83-a523-4dba-9034-f55a58c46dcb
A-double-claim	agrees	Danny K. Davis	Representative	IL	7	H4IL07037	Danny Davis	H4IL07037	172	58094357	53180300	2230	614763700	172	1.0000	0	0	0	fca6bb66-7b1a-44d1-a108-3169e885c3ef	3b447af0-52c7-4380-b444-9dcc19f62685
A-double-claim	agrees	Christopher A. Coons	Senator	DE	0	S0DE00092	Christopher Coons	S0DE00092	197	54169900	54169900	2708	726125900	197	1.0000	0	0	6	c0a258b7-4d6b-4137-b0f7-1cceb644cc4d	b40a3160-8154-4fdd-af4e-067471f06e68
A-double-claim	agrees	Jonathan L. Jackson	Representative	IL	1	H2IL01349	Jonathan Jackson	H2IL01349	170	51890100	51890100	1057	196315400	170	1.0000	0	0	0	eb63b46f-9758-410e-ab7c-ead2f98cefa9	6b39e4d0-e930-478e-a3ac-737b04e969bd
A-double-claim	agrees	Ben Cline	Representative	VA	6	H8VA06104	Benjamin Cline	H8VA06104	152	50563500	50563500	1632	330305700	152	1.0000	0	0	0	d68920b5-fb7d-4fa5-883e-60a59ffdfb99	645afb51-b15f-494a-934f-61f006bd8240
A-double-claim	agrees	Andy Harris	Representative	MD	1	H8MD01094	Andrew Harris	H8MD01094	146	49400000	49400000	2976	461423600	146	1.0000	0	0	0	66aadb5c-b268-4043-8dca-aa4a0c04cdc0	428d4aaf-3c9d-4bf8-9cce-8be84ac218b6
A-double-claim	agrees	Andr̩ Carson	Representative	IN	7	H8IN07184	Andre Carson	H8IN07184	126	47757200	47757200	1566	294559500	126	1.0000	0	0	0	b2453f28-7bfa-4a87-993b-aa78260451a1	852d0d6f-ca6c-4210-b6c6-805b49c6d431
A-double-claim	agrees	Christopher H. Smith	Representative	NJ	4	H8NJ04014	Christopher Smith	H8NJ04014	88	46118063	30480000	1663	404622200	88	1.0000	0	0	0	f4953d9b-71b1-42aa-aec0-2675e7cd2178	278411fd-2fca-46d4-9015-d1055c87ee84
A-double-claim	agrees	Marlin A. Stutzman	Representative	IN	3	H0IN03198	Marlin Stutzman	H0IN03198	1	39322600	0	225	37838100	1	1.0000	0	0	0	dc64474f-4f82-4e5b-b2c8-7c5b18579db8	17c0c0e4-bc02-4ed8-9b19-01cf9ba0aa4d
A-double-claim	agrees	Ron Wyden	Senator	OR	0	S6OR00110	Ronald Wyden	S6OR00110	140	36785000	36785000	4619	1065785100	140	1.0000	0	0	6	6ea042c5-3b29-4bc0-ac9e-7639e973d11c	55e9df7b-9f7c-4856-ad47-1822f0f5d7a3
A-double-claim	agrees	Luz M. Rivas	Representative	CA	29	H4CA29141	Luz Rivas	H4CA29141	109	36093400	36093400	990	147981800	109	1.0000	0	0	0	6a0663fe-7767-4683-a02a-ce1c7f704aa7	15411a2b-9b96-4cc0-ad7d-3da0bc237bd8
A-double-claim	agrees	John W. Rose	Representative	TN	6	H8TN06094	John Rose	H8TN06094	98	32940000	32940000	1814	482379800	98	1.0000	0	0	0	e31db7c1-bd24-4b75-84a0-5a3a27c096c9	865dbb83-e1f9-488c-aa1f-30bf1964c689
A-double-claim	agrees	Mary E. Miller	Representative	IL	15	H0IL15129	Mary Miller	H0IL15129	102	27118408	24750000	3263	468713500	102	1.0000	0	0	0	e7b73fea-7929-413a-b03a-21c519251875	36907aab-b3e1-4314-a192-ad72f8d2b594
A-double-claim	agrees	David J. Taylor	Representative	OH	2	H4OH02248	David Taylor	H4OH02248	83	27107191	21050000	817	140929000	83	1.0000	0	0	0	3b884b2b-4aeb-49aa-83ca-1775d868a8f4	2af54052-95f9-40fb-8934-a016a2064334
A-double-claim	agrees	Eleanor Holmes Norton	Representative	DC	0	H0DC00058	Eleanor Norton	H0DC00058	125	24405000	24405000	334	85380000	125	1.0000	0	0	0	af77d55d-d593-4a29-a5fd-6648992fa463	2b57d3f6-2fdf-4bdd-bc3b-9563b50bbac8
A-double-claim	agrees	Richard J. Durbin	Senator	IL	0	S6IL00151	Richard Durbin	S6IL00151	65	16975000	16975000	969	248750700	65	1.0000	0	0	15	24163175-2f58-4a2e-bfeb-ecdd68ab9ac9	19f08bbe-1d2f-4a27-92b7-4464361a9fac
A-double-claim	agrees	Edward J. Markey	Senator	MA	0	S4MA00028	Edward Markey	S4MA00028	31	11150000	11150000	2099	429168300	31	1.0000	0	0	6	bb23212c-9844-4ffa-8172-d92655440dd1	39bb2d14-590b-4bef-bb49-9ea182b95260
A-double-claim	agrees	Michael F. Bennet	Senator	CO	0	S0CO00211	Michael Bennet	S0CO00211	24	5719000	5719000	8348	1263097400	24	1.0000	0	0	0	cdffad75-cc85-462f-8030-8237632acb94	609ed38a-7a44-4e9b-887f-506f238a66a1
A-double-claim	agrees	Jeff Merkley	Senator	OR	0	S8OR00207	Jeffrey Merkley	S8OR00207	15	5572500	5572500	2644	368036700	15	1.0000	0	0	5	e7afbf02-9908-4c2f-a443-cc7a00741761	13ab73be-e0c5-4ebd-bcbc-c36a9aeaa54a
B-orphan-survivor	undecidable	Shontel M. Brown	Representative	OH	11		M Brown	H2OH11169	3522	1143804012	646635500	1153	424227500	1149	0.3262	0	0	0	f29bbd4e-944f-4840-adbd-16a4706a3c02	96fd8a5b-75eb-4bcd-b879-a2a527ca47b9
B-orphan-survivor	DISAGREES	Chuck Grassley	Senator	IA	0		Charles Grassley	S0IA00028	3332	943166362	682693100	890	334882400	890	0.2671	0	0	15	44845d16-71db-4563-aa3c-28cad31f13e3	0f2ad6d5-15e2-435e-b05b-59a183470b69
B-orphan-survivor	DISAGREES	Austin Scott	Representative	GA	8		James Scott	H0GA08099	1672	369431210	368756400	0	0	0	0.0000	0	10	9	88b9e155-0d06-48f3-94e5-bec952869441	893a581e-4fc0-4190-b43f-6afafc7aa917
B-orphan-survivor	DISAGREES	Mike Collins	Representative	GA	10		Michael Collins	H4GA10071	886	206156521	195203000	1534	349669000	502	0.5666	0	0	0	ee27066e-5f25-4abd-85c1-2a98de6e5bf6	c64ec823-5bb2-4e9e-8cc2-5fbc3791260d
B-orphan-survivor	undecidable	Al Green	Representative	TX	9		Alexander Green	H4TX09095	982	203798395	199081500	680	128647800	679	0.6914	0	6	6	e9015ab5-913e-4f2c-a917-190ebd0dde22	a92cfc2e-4214-49b0-b854-f35079002c6f
